Particle ID,FWS Total,SWS Total,FL Yellow Total,FL Orange Total,FL Red Total,FL Green Total
89771,2.996E+04,3988,1288,827.5,1.242E+04,491.3
89817,1.493E+04,5824,105.2,724.3,1.11E+04,161.9
89848,9.281E+04,6.712E+04,5075,8958,1.717E+05,508.9
89963,1.727E+04,6348,2045,1189,1.716E+04,604.9
89975,1.364E+04,2142,280.5,213.7,396.8,332
90011,2.929E+04,1.059E+04,2003,1375,1.907E+04,600
90049,1.925E+04,3787,168.7,1308,1.938E+04,217.7
90086,2.011E+04,3127,137.8,1134,2.323E+04,229
90092,2.221E+04,3576,1144,582.3,8070,365.9
90111,2.014E+05,5.168E+04,316.7,5840,8.387E+04,381.4
90138,3.63E+04,5295,599.6,344.9,4438,269.4
90179,2.7E+04,5073,983.6,656.6,9680,310
90209,5.45E+04,1.121E+05,153.4,186.7,391.7,103.8
90415,3.885E+04,1.272E+04,162.3,1994,2.771E+04,236.8
90435,2.342E+04,4860,981.3,630.5,8676,328.4
90448,3.45E+04,7458,1458,751.2,8892,580.4
90453,8682,558.1,104.5,479.1,6436,128.7
90465,1.298E+04,1677,123.3,444,5153,117.7
90478,2.702E+04,5920,228.2,2199,3.548E+04,230.4
90484,2.097E+04,4930,1511,729.1,1.001E+04,541.1
90502,1.604E+04,2526,102.8,455.8,5588,172.7
90503,2.264E+04,3981,2133,1116,1.585E+04,589.8
90514,1.001E+04,980.8,72.62,259.8,3792,122.3
90568,1.367E+04,2961,102.5,1152,1.437E+04,146.9
90652,1.757E+04,4366,383.8,219.4,2270,253.1
90738,1.726E+04,1838,109.7,660.2,8368,89.51
90780,2.935E+04,6034,1714,1226,1.933E+04,639.4
90788,9.876E+04,5.818E+04,6680,1.3E+04,2.512E+05,804.9
90815,2.991E+04,4.852E+04,186.4,3510,4.94E+04,225.4
90844,3.578E+04,1.632E+04,7924,4087,5.98E+04,1804
90852,3.093E+04,3135,1523,731.2,9987,515.7
90864,6.379E+05,4.415E+05,2098,1.499E+05,9.517E+05,1799
90868,1.663E+04,1338,168.4,480,6835,186.4
90891,1.524E+04,3573,23.69,37.51,84.96,56.41
90950,1.492E+04,1143,133.8,774.1,1.224E+04,137.5
90962,1.999E+04,4042,18.37,15.26,31.06,25.96
90972,1.472E+04,5000,768.1,497.9,6919,391.2
90984,1.366E+04,4623,58.07,46.87,186.2,83.3
91019,1.969E+04,3769,987.2,635.9,9263,353.7
91078,3.25E+04,5975,5410,2101,2.705E+04,1296
91086,2.097E+04,2810,1299,658.2,9174,452.9
91127,8273,1079,85.46,354.5,4976,154.1
91129,3.769E+04,3.59E+04,232.5,3229,4.37E+04,225.9
91239,1.15E+04,1351,156.5,742.8,1.074E+04,175.5
91243,3.424E+04,2.918E+04,6281,3281,4.969E+04,1543
91246,3.344E+04,5796,1707,1126,1.646E+04,564.9
91248,7865,2909,45.37,122.3,2385,125.7
91258,2.414E+04,1.122E+04,2306,1181,1.654E+04,650.2
91259,2.817E+04,7742,114.2,161.6,1365,141.5
91266,1.152E+04,3452,107.4,173.8,3997,173.7
91289,1.359E+04,1139,124.3,311.1,4761,246.7
91371,1.269E+04,3973,2296,1142,1.428E+04,680.9
91410,9400,1534,102.1,200.1,3282,116.4
91480,2.182E+04,1774,18.48,22.96,54.12,35.5
91538,2.712E+04,5021,1600,846.1,1.152E+04,488.4
91546,3.043E+04,6013,1468,729.7,1.025E+04,449.3
91560,3.183E+04,4769,1863,552.1,3149,798.6
91586,2.766E+04,7567,1143,746.5,1.101E+04,425.9
91597,3.535E+04,1.007E+05,739.8,1.703E+04,2.649E+05,827.7
91680,1.453E+04,2976,1697,828,1.182E+04,512.6
91688,2.884E+04,5168,1760,816.8,1.105E+04,529.1
91694,2.435E+04,4485,134.9,2123,3.023E+04,231.9
91708,2.828E+04,3089,1176,732.2,9826,423
91762,1.686E+05,1.519E+04,4356,2.449E+04,5.275E+04,3813
91775,1.085E+04,1578,1074,631.3,8516,401.7
91825,2.404E+04,3632,1066,676.1,1.014E+04,371.9
91927,2.623E+04,6878,2153,1303,1.891E+04,648.5
91966,2.009E+04,2523,794,512.4,6448,371.7
91987,3.858E+04,5213,836.6,420.8,5445,328.3
91990,2.887E+04,5606,1320,753.2,1.029E+04,522.1
92011,9531,935.5,98.42,490.5,6241,179.8
92052,2.606E+04,4372,588.4,592.2,9268,294.6
92104,1.782E+04,5050,47.5,115.1,823.6,75.69
92117,2.375E+04,5385,998.2,638.6,9065,348
92128,1.908E+04,3413,116.4,896,1.223E+04,175
92243,4.294E+04,9656,1694,1157,1.739E+04,536.2
92478,2.167E+04,4896,1685,976.9,1.42E+04,556.5
92488,3.368E+04,6772,1024,844,1.1E+04,415
92492,1.265E+04,4377,108.8,272.2,5166,200.1
92516,2.935E+04,7139,1568,834.8,7209,568.6
92549,2.719E+04,1.103E+05,215.4,298.1,69.94,38.78
92586,3.081E+04,8752,2326,1075,1.439E+04,692.4
92832,3.301E+05,4E+05,3876,3874,612.3,108.3
92842,3.407E+05,4.2E+05,4677,4414,636.8,159.7
92902,9453,1266,61.75,147.3,2575,103.8
92924,2.071E+04,8172,2158,875.4,1.009E+04,721.6
93009,2.833E+04,4277,2133,913.8,1.136E+04,636.2
93023,1.292E+04,1312,80.97,234.3,3881,142.1
93032,1.873E+04,5014,137.4,1169,1.654E+04,170.3
93091,2.667E+04,8558,1198,1042,1.622E+04,394.7
93204,2.64E+04,4126,1239,661.3,9331,509.5
93251,2.153E+04,4411,143.1,606.7,8971,151.9
93270,3.044E+04,5.41E+04,367.7,8772,1.324E+05,394.3
93272,3.063E+04,4805,2128,1073,1.426E+04,608
93341,3.282E+04,8314,1382,744.1,1.096E+04,481.6
93363,2.882E+04,7614,1497,804.1,1.113E+04,498.3
93400,2.312E+04,3529,2123,707.8,7670,537.3
93402,2.796E+04,4974,1229,823.9,1.12E+04,398.6
93414,1.227E+04,1067,131.9,423.6,7347,111
93503,1.848E+04,4561,21.82,16.3,64.7,41.05
93509,1.26E+04,1398,67.1,205.9,3158,75.61
93580,2.728E+04,2360,787.4,630.2,9412,466.1
93587,4.668E+04,7235,288.7,469.5,801.4,431.8
93628,3.423E+04,4830,2139,1163,1.664E+04,618.4
93656,3.607E+04,6356,1025,589.9,8461,297.5
93706,9489,3915,111,161,3141,170.8
93730,2.643E+04,8149,1106,657.4,7922,390.2
93771,2.925E+04,1.697E+04,32.96,42.58,89.65,62.79
93833,5.662E+04,2.068E+04,1.135E+04,4617,6.253E+04,2426
93869,1.399E+04,4553,50.91,66.22,712.6,70.62
93906,2.539E+04,1.101E+04,650.9,572.1,9315,278.8
93916,1.628E+04,1905,148.2,638.2,7368,152.5
93940,1.877E+04,4825,111.5,1571,2.069E+04,181.6
93942,1.966E+04,1.286E+04,27.61,26.79,136.8,60.65
93974,4.33E+04,8009,2652,1275,1.7E+04,769.8
94064,2.372E+04,3781,1920,951.2,1.287E+04,558.7
94087,3.105E+04,5455,1536,1013,1.489E+04,492.8
94250,1.078E+04,892.2,104.5,434.4,5570,131.5
94345,1.781E+04,2528,155.4,1143,1.587E+04,166
94399,2.438E+04,6319,1761,954,1.284E+04,580.7
94418,2.333E+04,3248,1714,681.9,8792,496.3
94420,1.249E+05,2.342E+04,5238,2.719E+04,5.875E+04,3117
94457,3.114E+04,1.06E+04,128.3,1122,1.447E+04,164.2
94467,9.306E+04,5.702E+04,9548,4511,3.698E+04,853.1
94492,3.162E+04,5186,2121,1191,1.661E+04,753.1
94507,1.135E+05,5.273E+04,2.683E+04,1.073E+04,8.421E+04,2420
94531,2.409E+04,1.433E+04,2106,1842,3.15E+04,346.5
94645,3.21E+04,1.002E+04,203.5,831.5,8993,206.2
94651,7.955E+04,4.484E+04,1.226E+04,5267,1.658E+04,3663
94723,1.858E+04,2201,2136,1057,1.469E+04,615.4
94753,1.13E+04,6106,146.2,270.5,3269,169
94818,1.359E+04,1110,131.1,351.4,5743,124.4
94847,2.742E+04,5065,1150,711.8,1.117E+04,577
94874,3.359E+04,4642,1589,899.9,1.275E+04,488.7
94884,2.117E+04,4739,959,672.5,9092,325.5
94926,2.85E+04,5631,1619,862.2,1.168E+04,457
95005,1.354E+04,8554,24.76,31.41,112.9,43.48
95056,3.885E+04,1.449E+04,3316,2043,3.191E+04,1071
95065,1.426E+04,2128,156.3,567.3,7671,197.3
95135,3.189E+04,6688,1258,551.4,6681,402.5
95216,2.692E+04,3262,1334,825,1.149E+04,502
95225,1.548E+04,8745,154,827.7,1.273E+04,173.4
95274,2.457E+04,1.147E+04,1162,700.7,9949,423.5
95366,4.008E+04,8024,1880,1126,1.544E+04,681.7
95454,2.018E+04,4193,1563,990.4,1.371E+04,535.9
95465,1.676E+04,6.29E+04,448.1,8570,1.617E+05,471
95467,2.213E+04,3960,1238,710.9,9441,398.8
95623,4.144E+04,7.08E+04,86.55,88.19,175,91.96
95626,2.218E+04,4767,1031,865.5,1.286E+04,357.6
95636,1.365E+04,2830,78.33,678.4,7721,81.34
95694,1.467E+04,1174,114.8,1064,1.154E+04,194.5
95730,4.979E+04,1.994E+04,164.3,1376,2.228E+04,277.6
95856,2.104E+04,4006,2736,1163,1.438E+04,812.9
95895,2.136E+04,3774,192.7,160.4,1279,71.49
95910,7.196E+04,7421,171.6,1714,3.039E+04,266.1
96001,2.593E+04,3234,1099,666.1,8881,376.8
96021,2.452E+04,5977,1556,794.4,1.006E+04,512.4
96062,1.97E+04,4049,915.5,583.2,7167,333.3
96081,1.013E+04,1681,119.1,572.6,1.012E+04,199.1
96135,2.845E+04,8754,1259,874.9,1.318E+04,417.9
96142,1.652E+04,2874,110.2,1000,1.527E+04,162.2
96149,1.392E+04,1331,23.89,42.91,76.53,82.85
96150,3.151E+04,4151,243.1,3757,6.577E+04,371.3
96172,4.016E+04,4854,1722,820.7,1.127E+04,437.6
96224,2.744E+04,4591,1358,785.8,1.139E+04,469.1
96250,3.443E+04,5261,1791,943.9,1.316E+04,557
96285,2.737E+04,5008,164.5,1595,2.486E+04,341.6
96316,1.504E+04,6102,131.9,1604,2.064E+04,234.1
96334,1.012E+04,881,67.75,175.5,3680,78.68
96338,1.419E+04,2057,142,1041,1.483E+04,246.3
96374,2.406E+04,1.093E+04,3022,1722,1.793E+04,331.1
96388,3.898E+04,8.951E+04,70.52,101.2,279.2,141.7
96389,3.603E+04,4170,119.8,138.1,254.8,192.1
96480,1.845E+04,3144,90.51,789.6,1.059E+04,160.8
96557,4.473E+04,3.48E+04,304.2,6773,9.728E+04,397.2
96560,1.126E+04,5024,16.12,23.56,54.3,38.6
96575,8148,425.4,83.45,332,4683,114.6
96600,8879,4.928E+04,42.6,83.36,36.23,28.34
96709,3.371E+04,7916,1531,1135,1.605E+04,530.2
96719,3.489E+04,1.101E+04,1646,1032,1.347E+04,513.6
96797,3.024E+04,4451,2083,1064,1.508E+04,627.6
96822,2.996E+04,3714,209.5,2188,3.751E+04,271.5
96847,4.818E+04,1.119E+04,45.78,29.7,54.61,88.29
96858,1.773E+04,2410,1080,738.3,1.057E+04,443.1
96869,1.956E+04,1227,110.1,201.1,2615,81.34
96910,3.417E+04,5490,3707,1228,1.435E+04,990.3
96968,2.341E+04,3477,1395,790,1.095E+04,422.5
97014,2.498E+04,3517,1593,684.5,9337,482
97050,6.97E+04,1.179E+05,199.4,191.8,327.1,210.1
97074,2.757E+04,6200,1821,1172,1.608E+04,595.5
97094,3.451E+05,5.341E+04,389.5,1.275E+04,1.755E+05,555.7
97096,1.462E+04,1916,107.8,435,8017,167.7
97122,2.381E+04,1.548E+04,167.5,2463,3.004E+04,162
97165,3.25E+04,5152,1091,823.7,9641,398.6
97198,1.452E+04,1478,142.6,944.9,1.186E+04,146.2
97294,1.687E+04,2384,108.8,765.5,9918,181.1
97299,2.947E+04,5027,1453,712.1,9320,435.1
97420,4.836E+04,7741,161.2,1151,1.86E+04,157.4
97455,4.849E+04,1.015E+04,4578,5136,1.148E+04,3712
97512,2.735E+04,3115,1176,786.7,1.083E+04,457.5
97554,8225,390.6,102.5,244.4,4427,136.3
97632,2.9E+04,1.131E+04,122.6,36.39,46.63,326.1
97645,2.279E+04,5301,167.2,954.5,1.256E+04,154.8
97675,3.127E+04,8268,2219,1360,1.882E+04,644.4
97753,3.461E+04,5606,1360,973.2,1.431E+04,518.8
97764,1.359E+04,1543,128.1,450.4,6083,174.3
97919,1.248E+04,4506,121.3,35.37,75.64,79.35
97936,1.879E+04,9.415E+04,156.6,215.5,71.81,52.92
97956,6.643E+04,6.795E+04,3.44E+04,1.513E+04,1.046E+05,2889
98021,3.751E+04,1.623E+04,182.4,1051,1.667E+04,160.6
98037,1.572E+04,9.734E+04,206,255.8,69.86,41.52
98047,6.169E+04,6096,157.2,1651,2.632E+04,238.7
98096,2.161E+04,4018,1486,733.5,9068,517.7
98157,2.525E+04,2856,829.2,593.9,8695,270.7
98198,6.046E+04,6626,177.9,2360,3.614E+04,228.1
98229,3.184E+04,7742,1029,836.9,1.236E+04,433
98232,1.386E+04,2531,165.3,745.8,1.021E+04,229.8
98237,1.751E+05,3.188E+04,79.33,75.69,36,11.27
98349,4.972E+04,9722,61.17,52.68,85.65,206.5
98350,2.515E+04,4973,924.9,490.5,7268,412.9
98396,9900,1572,69.5,193,3472,102.2
98407,1.535E+04,1933,1081,671.6,9589,404.4
98437,2.912E+05,2.252E+04,351.8,1.137E+04,1.653E+05,518.4
98439,1.872E+04,1.133E+05,185.5,202.9,116,57.79
98456,2.352E+04,4118,1490,761.5,1.014E+04,448.4
98462,2.877E+04,7157,1063,894.3,1.356E+04,407.1
98484,2.505E+04,3628,1548,824.1,1.048E+04,526.1
98549,1.067E+04,672,90.11,201.7,4027,95.76
98573,1.058E+04,1043,77.63,197,3130,89.33
98600,3.635E+04,2.806E+04,128.4,401.4,2283,168.2
98627,1.313E+04,1126,93.43,175.1,2746,155.8
98702,3.064E+04,1.319E+04,1.276E+04,5311,3.71E+04,944.7
98707,3.332E+04,5151,1929,1152,1.848E+04,559.6
98712,1.187E+04,2697,1781,939.1,1.16E+04,538.5
98714,2.424E+04,3809,1602,779.6,1.12E+04,502.9
98760,1.441E+04,4026,100.1,727.7,1.048E+04,157.6
98787,3.083E+04,3648,1206,758.3,1.075E+04,389.3
98888,2.249E+04,3458,1132,831.8,1.302E+04,384.3
98911,2.411E+04,4.202E+04,40.43,43.86,136.9,48.19
98938,2.264E+04,2887,827.8,482.4,6100,322.4
98951,2.737E+04,3791,1523,730.3,9672,540.9
99021,9929,3609,680.6,530.7,7853,313.5
99025,1.12E+05,5.791E+04,378.8,99.63,164.6,1031
99038,8851,1007,89.58,302.1,5250,141
99076,3.814E+04,7412,1874,940,1.245E+04,511
99103,1.744E+04,2627,115.5,878.2,1.316E+04,196.9
99111,1.476E+04,1178,85.85,182.2,2803,133.4
99163,2.95E+04,4286,1596,904.4,1.288E+04,522.1
99173,2.754E+04,7006,976.3,672.3,9950,372.6
99200,1.477E+04,7129,1940,1112,1.47E+04,628.5
99220,3.006E+04,6647,1812,1031,1.342E+04,612.6
99285,2.153E+04,4155,1410,697.5,9719,483.3
99381,1.814E+04,3.387E+04,44.92,45.99,110.8,95.32
99410,7923,983.6,97.64,296,3985,146.5
99438,2.523E+04,3.201E+04,145.6,2230,2.991E+04,289.5
99482,8612,862.9,92.93,357.7,5201,134.8
99577,2.649E+04,5965,202.2,216.8,2126,138.1
99588,3.16E+04,8083,52.63,240,2029,77.12
99602,8.719E+04,3.894E+04,204,1804,2.888E+04,213.1
99643,3.255E+04,6421,1523,913.7,1.366E+04,510.6
